"","Symbol","HET_ZN_E138_17_S23_rev.normalised","HET_ZN_E141_15_S21_rev.normalised","HET_ZN_E142_19_S25_rev.normalised","HET_ZN_E181_23_S29_rev.normalised","HET_ZN_E54_3_S9_rev.normalised","HET_ZN_E55_7_S13_rev.normalised","HET_ZN_E79_11_S17_rev.normalised","WT_ZN_E158_21_S27_rev.normalised","WT_ZN_E56_1_S7_rev.normalised","WT_ZN_E81_5_S11_rev.normalised","WT_ZN_E82_9_S15_rev.normalised","WT_ZN_E83_13_S19_rev.normalised","gene_symbol"
"237","1700019A23Rik",0,0,0,0,1.2,0,0.9,0,0,0,0,1,"1700019A23RIK"
"238","1700019B03Rik",7.6,3.3,9.2,10.6,8.5,11.7,17.5,8,13.2,15,6.1,3.9,"1700019B03RIK"
"239","1700019B21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700019B21RIK"
"240","1700019D03Rik",113.8,121.4,83.9,69,80.1,76.5,124.4,125.4,86.4,110.9,97.5,88,"1700019D03RIK"
"241","1700019E08Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700019E08RIK"
"242","1700019G24Rik",2.8,4.4,6.5,0.8,0,6.4,2.8,0,3,0,8.5,6.8,"1700019G24RIK"
"243","1700019M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700019M22RIK"
"244","1700019N19Rik",0,3.3,2.8,1.6,2.4,0,2.8,3,1,2,0,3.9,"1700019N19RIK"
"245","1700019O17Rik",0,3.3,0,0.8,0,1.1,0.9,8,1,1,0,0,"1700019O17RIK"
"246","1700019P21Rik",0,0,2.8,0,0,0,0,0,0,1,0,0,"1700019P21RIK"
"247","1700020A23Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700020A23RIK"
"248","1700020D05Rik",37.9,36.1,38.7,32.5,15.8,23.4,30.4,15.9,13.2,19,12.2,36.7,"1700020D05RIK"
"249","1700020G17Rik",0.9,0,0,4.1,0,0,0,3,1,0,1.2,1,"1700020G17RIK"
"250","1700020I14Rik",6867.7,6017.1,7665.5,5486,6348.3,4710.8,5067.9,8076.4,7120.4,4992.1,5361.9,5366.5,"1700020I14RIK"
"251","1700020L24Rik",6.6,2.2,0.9,3.2,1.2,2.1,2.8,9.9,12.2,5,6.1,3.9,"1700020L24RIK"
"252","1700020M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700020M21RIK"
"253","1700020N01Rik",0,0,0,0,0,0,0.9,0,0,0,2.4,0,"1700020N01RIK"
"254","1700020N15Rik",0,0,0,0,0,0,0,3,0,0,0,0,"1700020N15RIK"
"255","1700020N18Rik",0.9,3.3,0,0,2.4,4.3,0.9,0,0,0,0,1.9,"1700020N18RIK"
"256","1700021A07Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700021A07RIK"
"257","1700021F05Rik",436.2,408.9,473.2,346.5,392.1,448.6,456.2,524.3,640,414.7,484.9,348.1,"1700021F05RIK"
"258","1700021F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700021F07RIK"
"259","1700021F13Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700021F13RIK"
"260","1700021J08Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700021J08RIK"
"261","1700021L23Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700021L23RIK"
"262","1700021N21Rik",0.9,5.5,1.8,0,1.2,0,0,0,1,3,0,0,"1700021N21RIK"
"263","1700021P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700021P04RIK"
"264","1700022A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700022A21RIK"
"265","1700022A22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700022A22RIK"
"266","1700022E09Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700022E09RIK"
"267","1700022F17Rik",1.9,1.1,0.9,0,0,3.2,0,1,4.1,0,0,3.9,"1700022F17RIK"
"268","1700022H16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700022H16RIK"
"269","1700022I11Rik",0,2.2,0,0,0,0,0.9,0,0,0,0,0,"1700022I11RIK"
"270","1700022N22Rik",1.9,1.1,0,2.4,1.2,1.1,1.8,0,3,1,1.2,1.9,"1700022N22RIK"
"271","1700023C21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700023C21RIK"
"272","1700023F02Rik",0,0,0,0,0,0,0,1,1,0,0,0,"1700023F02RIK"
"273","1700023F06Rik",69.2,44.8,59,96.6,74,103.1,88.5,78.6,90.4,78.9,68.2,70.6,"1700023F06RIK"
"274","1700023G09Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700023G09RIK"
"275","1700023H06Rik",0,0,0,0,1.2,0,0,0,0,0,2.4,0,"1700023H06RIK"
"276","1700024B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700024B05RIK"
"277","1700024B18Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700024B18RIK"
"278","1700024G13Rik",3.8,19.7,8.3,7.3,4.9,18.1,20.3,1,4.1,13,4.9,12.6,"1700024G13RIK"
"279","1700024J04Rik",0,0,0,0,1.2,3.2,0,0,0,2,2.4,1,"1700024J04RIK"
"280","1700024P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700024P04RIK"
"281","1700024P16Rik",137.5,79.8,122.7,112.8,116.5,97.8,90.3,109.4,110.7,119.9,98.7,100.6,"1700024P16RIK"
"282","1700025A08Rik",0,1.1,0,0.8,0,0,0,0,2,0,0,0,"1700025A08RIK"
"283","1700025B11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025B11RIK"
"284","1700025C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025C18RIK"
"285","1700025D23Rik",0,0,0,0,1.2,0,0,0,0,0,0,0,"1700025D23RIK"
"286","1700025F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025F22RIK"
"287","1700025F24Rik",0,0,5.5,2.4,0,1.1,3.7,0,1,0,0,0,"1700025F24RIK"
"288","1700025G04Rik",2009.2,1911.3,2039.3,1907.1,2036.8,1709.5,2063.5,2026.6,1810.3,2006.4,1734.9,2048,"1700025G04RIK"
"289","1700025H01Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025H01RIK"
"290","1700025J12Rik",0.9,0,0,0,0,0,0,0,1,0,0,0,"1700025J12RIK"
"291","1700025K24Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025K24RIK"
"292","1700025L06Rik",0,0,0,0,1.2,2.1,0.9,0,1,0,0,0,"1700025L06RIK"
"293","1700025M24Rik",0,0,1.8,0,0,0,0,0,0,0,0,0,"1700025M24RIK"
"294","1700025N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025N21RIK"
"295","1700025N23Rik",0,2.2,0.9,0,0,0,0,0,1,0,0,0,"1700025N23RIK"
"296","1700025O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700025O08RIK"
"297","1700026D11Rik",0,0,0,0.8,0,0,0,0,0,0,0,0,"1700026D11RIK"
"298","1700026F02Rik",0,3.3,0,0,0,0,0,0,0,0,0,1,"1700026F02RIK"
"299","1700026J12Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700026J12RIK"
"300","1700026J14Rik",1.9,1.1,0,5.7,0,2.1,3.7,1,2,3,1.2,1,"1700026J14RIK"
"301","1700027A07Rik",4.7,3.3,0.9,3.2,1.2,3.2,3.7,2,3,3,3.7,0,"1700027A07RIK"
"302","1700027A15Rik",0.9,1.1,0,0.8,0,0,2.8,1,1,6,0,1.9,"1700027A15RIK"
"303","1700027F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700027F06RIK"
"304","1700027F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700027F09RIK"
"305","1700027H10Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700027H10RIK"
"306","1700027I24Rik",0,2.2,0,0,0,0,0,0,0,0,0,0,"1700027I24RIK"
"307","1700027J07Rik",0,0,0,0.8,0,0,0,0,0,0,0,0,"1700027J07RIK"
"308","1700027J19Rik",38.9,48.1,9.2,42.2,10.9,29.8,25.8,19.9,28.4,18,19.5,25.1,"1700027J19RIK"
"309","1700028B04Rik",0,0,0,0,0,0,0,0,2,0,0,0,"1700028B04RIK"
"310","1700028D13Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700028D13RIK"
"311","1700028E10Rik",27.5,40.5,56.3,52.8,49.8,71.2,34.1,72.6,44.7,38,29.2,42.5,"1700028E10RIK"
"312","1700028I16Rik",1.9,0,0,0,0,0,0,0,1,1,1.2,1,"1700028I16RIK"
"313","1700028J19Rik",14.2,12,10.1,13,9.7,9.6,16.6,5,21.3,15,21.9,20.3,"1700028J19RIK"
"314","1700028K03Rik",15.2,15.3,21.2,10.6,13.4,5.3,17.5,5,4.1,18,11,13.5,"1700028K03RIK"
"315","1700028M03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700028M03RIK"
"316","1700028N14Rik",0,0,0,0,0,1.1,0,0,0,0,0,0,"1700028N14RIK"
"317","1700028P14Rik",24.7,37.2,33.2,64.9,43.7,34,23,42.8,21.3,19,11,32.9,"1700028P14RIK"
"318","1700028P15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700028P15RIK"
"319","1700029B22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029B22RIK"
"320","1700029B24Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029B24RIK"
"321","1700029E06Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029E06RIK"
"322","1700029F12Rik",0,0,2.8,0,0,0,0,0,0,0,0,0,"1700029F12RIK"
"323","1700029H14Rik",2.8,0,0,0,1.2,0,0.9,1,0,0,0,1,"1700029H14RIK"
"324","1700029I15Rik",47.4,40.5,21.2,34.9,32.8,68,47,46.8,72.1,50,76.8,48.3,"1700029I15RIK"
"325","1700029J03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029J03RIK"
"326","1700029J07Rik",158.3,227.4,167.9,163.1,132.3,193.5,206.4,189,217.4,170.9,209.6,189.5,"1700029J07RIK"
"327","1700029M03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029M03RIK"
"328","1700029M20Rik",0,0,0.9,0,1.2,1.1,0,0,0,0,2.4,0,"1700029M20RIK"
"329","1700029N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029N11RIK"
"330","1700029P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700029P11RIK"
"331","1700030A11Rik",0,0,0,0,1.2,2.1,0,0,0,0,0,0,"1700030A11RIK"
"332","1700030C10Rik",15.2,4.4,19.4,0.8,15.8,18.1,9.2,9,9.1,9,9.7,6.8,"1700030C10RIK"
"333","1700030C10Rik",0.9,1.1,5.5,1.6,3.6,0,0,2,0,1,0,5.8,"1700030C10RIK"
"334","1700030C12Rik",5.7,1.1,0.9,0.8,0,3.2,0.9,0,0,0,1.2,1,"1700030C12RIK"
"335","1700030C14Rik",5.7,2.2,3.7,14.6,14.6,2.1,12,9,3,15,4.9,1.9,"1700030C14RIK"
"336","1700030F04Rik",2.8,1.1,1.8,0,1.2,0,0.9,1,0,0,0,0,"1700030F04RIK"
"337","1700030I03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700030I03RIK"
"338","1700030J22Rik",158.3,190.3,233.3,272.7,200.3,145.7,156.7,265.6,156.4,240.8,179.1,205,"1700030J22RIK"
"339","1700030K09Rik",220,187,185.4,207.8,182.1,192.4,179.7,128.3,169.7,187.9,238.8,177,"1700030K09RIK"
"340","1700030L20Rik",0,0,0,0,0,0,0.9,0,0,0,0,0,"1700030L20RIK"
"341","1700030M09Rik",0,0,1.8,0,0,1.1,2.8,0,1,0,0,0,"1700030M09RIK"
"342","1700030N03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700030N03RIK"
"343","1700030N18Rik",0.9,1.1,0,0,0,0,0,7,0,0,0,1.9,"1700030N18RIK"
"344","1700030O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700030O20RIK"
"345","1700031A10Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700031A10RIK"
"346","1700031F05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700031F05RIK"
"347","1700031F10Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700031F10RIK"
"348","1700031L13Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700031L13RIK"
"349","1700031M16Rik",0,1.1,0,0,0,0,1.8,0,0,0,0,0,"1700031M16RIK"
"350","1700031P21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700031P21RIK"
"351","1700034B16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034B16RIK"
"352","1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034E13RIK"
"353","1700034G24Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034G24RIK"
"354","1700034H15Rik",104.3,90.8,137.4,114.4,109.2,118,90.3,204.9,108.7,99.9,79.2,80.3,"1700034H15RIK"
"355","1700034I23Rik",0,0,0,0,1.2,4.3,0.9,0,0,1,0,4.8,"1700034I23RIK"
"356","1700034J04Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034J04RIK"
"357","1700034J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034J05RIK"
"358","1700034K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034K08RIK"
"359","1700034O15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700034O15RIK"
"360","1700034P13Rik",0.9,5.5,0,1.6,2.4,0,7.4,9,4.1,4,2.4,2.9,"1700034P13RIK"
"361","1700036A12Rik",8.5,2.2,0.9,7.3,6.1,4.3,0.9,5,5.1,0,0,6.8,"1700036A12RIK"
"362","1700036G14Rik",0,4.4,0,0,0,0,0,0,0,1,0,1,"1700036G14RIK"
"363","1700036O09Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700036O09RIK"
"364","1700037C06Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700037C06RIK"
"365","1700037C18Rik",67.3,73.3,55.3,73,57.1,85.1,82,50.7,98.5,63,82.8,51.2,"1700037C18RIK"
"366","1700037F24Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700037F24RIK"
"367","1700037H04Rik",732.9,759.9,706.5,806.7,731.9,855.8,774.1,649.7,868.6,943.3,728.6,763.9,"1700037H04RIK"
"368","1700039E22Rik",0,0,0,0,0,0,0,4,0,0,1.2,0,"1700039E22RIK"
"369","1700039I01Rik",0,0,0,0,0,1.1,0,0,1,0,0,0,"1700039I01RIK"
"370","1700039M10Rik",0,0,0,0.8,0,0,0,0,1,0,1.2,0,"1700039M10RIK"
"371","1700039M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700039M15RIK"
"372","1700040D17Rik",25.6,9.8,15.7,27.6,27.9,14.9,24,21.9,21.3,19,23.1,18.4,"1700040D17RIK"
"373","1700040F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700040F15RIK"
"374","1700040F17Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700040F17RIK"
"375","1700040K01Rik",0,0,0,0.8,0,0,0,0,0,0,1.2,0,"1700040K01RIK"
"376","1700040L02Rik",44.6,79.8,52.6,69,55.8,80.8,69.1,51.7,56.9,48,64.6,67.7,"1700040L02RIK"
"377","1700040L08Rik",0,0,0,2.4,0,0,0,0,0,1,0,0,"1700040L08RIK"
"378","1700041C23Rik",0,0,0,0,0,0,0,6,0,0,0,0,"1700041C23RIK"
"379","1700041G16Rik",2.8,2.2,1.8,3.2,2.4,2.1,4.6,3,6.1,1,3.7,3.9,"1700041G16RIK"
"380","1700041M05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700041M05RIK"
"381","1700041M19Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700041M19RIK"
"382","1700042D02Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700042D02RIK"
"383","1700042G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700042G07RIK"
"384","1700042G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700042G15RIK"
"385","1700042O10Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700042O10RIK"
"386","1700044C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700044C05RIK"
"387","1700044K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700044K03RIK"
"388","1700045H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700045H11RIK"
"389","1700045I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700045I11RIK"
"390","1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700046C09RIK"
"391","1700047A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700047A11RIK"
"392","1700047F07Rik",0,0,0,0.8,1.2,2.1,0,5,3,0,0,1,"1700047F07RIK"
"393","1700047G03Rik",0,0,0,0,0,0,0.9,0,0,0,0,0,"1700047G03RIK"
"394","1700047I17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,"1700047I17RIK2"
"395","1700047K16Rik",0.9,0,1.8,4.1,3.6,3.2,2.8,1,0,2,0,1.9,"1700047K16RIK"
"396","1700047L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700047L14RIK"
"397","1700047M11Rik",446.6,348.8,422.4,314.9,328.9,492.2,435.9,425.8,576,355.7,403.3,455.4,"1700047M11RIK"
"398","1700047N06Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700047N06RIK"
"399","1700047O18Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700047O18RIK"
"400","1700048F04Rik",1.9,0,0,0,0,0,0,0,0,3,0,0,"1700048F04RIK"
"401","1700048M11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700048M11RIK"
"402","1700048O20Rik",95.8,108.2,80.2,107.1,139.6,80.8,125.3,105.5,119.9,163.9,93.8,82.2,"1700048O20RIK"
"403","1700049E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700049E15RIK"
"404","1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,"1700049E17RIK1"
"405","1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,"1700049E17RIK2"
"406","1700049E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700049E22RIK"
"407","1700049J03Rik",0,2.2,0.9,0,0,0,0,1,0,0,0,0,"1700049J03RIK"
"408","1700049L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700049L16RIK"
"409","1700051A21Rik",3.8,0,0,1.6,4.9,0,0.9,0,0,0,0,0,"1700051A21RIK"
"410","1700051K13Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700051K13RIK"
"411","1700051O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700051O22RIK"
"412","1700052I22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700052I22RIK"
"413","1700052K11Rik",130.8,146.5,125.4,144.5,163.9,155.2,163.1,145.3,131.1,168.9,163.3,133.4,"1700052K11RIK"
"414","1700054A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700054A03RIK"
"415","1700054K02Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700054K02RIK"
"416","1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700054K19RIK"
"417","1700054M17Rik",0.9,3.3,0,1.6,2.4,0,3.7,0,2,0,1.2,0,"1700054M17RIK"
"418","1700054O19Rik",0,0,0,0,0,0,0,0,1,0,0,0,"1700054O19RIK"
"419","1700055C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700055C04RIK"
"420","1700055D18Rik",6.6,24.1,15.7,23.5,21.8,23.4,20.3,16.9,14.2,15,7.3,15.5,"1700055D18RIK"
"421","1700056E22Rik",0,5.5,0.9,0.8,3.6,2.1,3.7,0,2,0,2.4,0,"1700056E22RIK"
"422","1700056N10Rik",62.6,31.7,38.7,37.3,52.2,63.8,61.7,54.7,54.9,50,40.2,32.9,"1700056N10RIK"
"423","1700057G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700057G04RIK"
"424","1700057H15Rik",0,0,0,2.4,0,0,0,0,0,0,0,0,"1700057H15RIK"
"425","1700057H21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700057H21RIK"
"426","1700058P15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700058P15RIK"
"427","1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700060C16RIK"
"428","1700060C20Rik",0.9,0,0,1.6,0,1.1,0,0,1,0,0,0,"1700060C20RIK"
"429","1700060J05Rik",0,0,0,0,0,0,0,0,0,0,0,1,"1700060J05RIK"
"430","1700060O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700060O08RIK"
"431","1700061E17Rik",0,1.1,0,0,1.2,1.1,0.9,0,0,2,1.2,1,"1700061E17RIK"
"432","1700061E18Rik",0,0,1.8,0,0,0,0,0,0,0,0,0,"1700061E18RIK"
"433","1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700061F12RIK"
"434","1700061G19Rik",3.8,12,8.3,13,3.6,14.9,5.5,7,4.1,8,7.3,6.8,"1700061G19RIK"
"435","1700061H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700061H18RIK"
"436","1700061I17Rik",0,3.3,1.8,0,0,0,0,0,0,0,0,0,"1700061I17RIK"
"437","1700061J23Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700061J23RIK"
"438","1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700063A18RIK"
"439","1700063D05Rik",25.6,78.7,122.7,60.1,60.7,89.3,91.2,58.7,81.3,81.9,114.5,73.5,"1700063D05RIK"
"440","1700063H04Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700063H04RIK"
"441","1700063H06Rik",0,0,0,0,0,0,0,2,0,0,0,0,"1700063H06RIK"
"442","1700063I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700063I16RIK"
"443","1700063K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700063K16RIK"
"444","1700063O14Rik",3.8,3.3,0.9,0.8,8.5,9.6,3.7,0,5.1,7,2.4,9.7,"1700063O14RIK"
"445","1700064H15Rik",0.9,3.3,0,5.7,0,1.1,0.9,3,0,0,1.2,2.9,"1700064H15RIK"
"446","1700064J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700064J06RIK"
"447","1700064M15Rik",0.9,4.4,0.9,0.8,0,2.1,0,1,0,2,0,1,"1700064M15RIK"
"448","1700065D16Rik",10.4,2.2,6.5,8.1,2.4,3.2,2.8,9.9,3,3,8.5,2.9,"1700065D16RIK"
"449","1700065I16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700065I16RIK"
"450","1700065J11Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700065J11RIK"
"451","1700065J18Rik",0.9,0,0,0,3.6,2.1,0.9,2,0,6,0,4.8,"1700065J18RIK"
"452","1700065L07Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700065L07RIK"
"453","1700065O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700065O20RIK"
"454","1700066B17Rik",0,1.1,1.8,0,0,1.1,3.7,0,0,0,1.2,1,"1700066B17RIK"
"455","1700066B19Rik",0.9,4.4,1.8,0,1.2,6.4,1.8,0,0,1,2.4,0,"1700066B19RIK"
"456","1700066C05Rik",0,0,0,0,0,0,0.9,0,0,0,0,0,"1700066C05RIK"
"457","1700066J03Rik",0,0,1.8,0,1.2,0,0,0,0,2,0,1,"1700066J03RIK"
"458","1700066M21Rik",369.8,326.9,372.6,237,320.5,336,375.1,357.2,296.6,308.8,350.9,368.4,"1700066M21RIK"
"459","1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700066N21RIK"
"460","1700066O22Rik",0,0,0,0,1.2,1.1,0,0,1,0,0,1,"1700066O22RIK"
"461","1700067G17Rik",0.9,0,0,0.8,0,0,0,0,0,0,0,0,"1700067G17RIK"
"462","1700067K01Rik",2.8,4.4,0,1.6,4.9,4.3,0,6,8.1,2,2.4,4.8,"1700067K01RIK"
"463","1700067P10Rik",0,1.1,0.9,1.6,0,0,0.9,2,1,3,0,0,"1700067P10RIK"
"464","1700069B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700069B07RIK"
"465","1700069L16Rik",0,1.1,0,0,0,0,0.9,0,0,0,0,0,"1700069L16RIK"
"466","1700069P05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700069P05RIK"
"467","1700071G01Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700071G01RIK"
"468","1700071K01Rik",0,0,1.8,0,0,0,0,0,0,2,0,0,"1700071K01RIK"
"469","1700071M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700071M16RIK"
"470","1700072B07Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700072B07RIK"
"471","1700072G22Rik",0,0,0.9,0,0,0,0,0,0,0,0,0,"1700072G22RIK"
"472","1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700072O05RIK"
"473","1700073E17Rik",0.9,0,0,0,1.2,2.1,0.9,0,0,0,0,0,"1700073E17RIK"
"474","1700074A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700074A21RIK"
"475","1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700074H08RIK"
"476","1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700074P13RIK"
"477","1700080E11Rik",0,0,0,0,0,0,0,2,0,0,0,0,"1700080E11RIK"
"478","1700080G11Rik",4.7,7.7,8.3,8.1,6.1,6.4,12.9,8,7.1,19,15.8,8.7,"1700080G11RIK"
"479","1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700080N15RIK"
"480","1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700080O16RIK"
"481","1700081H04Rik",0,0,0,0,1.2,0,0.9,0,0,0,0,0,"1700081H04RIK"
"482","1700082M22Rik",0,2.2,0,0,2.4,2.1,0,0,0,0,2.4,1.9,"1700082M22RIK"
"483","1700083H02Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700083H02RIK"
"484","1700084C06Rik",0,5.5,0,1.6,0,5.3,1.8,3,1,2,1.2,1,"1700084C06RIK"
"485","1700084E18Rik",3.8,5.5,18.4,8.9,20.6,13.8,10.1,12.9,5.1,6,2.4,13.5,"1700084E18RIK"
"486","1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700084F23RIK"
"487","1700084J12Rik",0,0,0,0,0,0,0,0,0,1,0,0,"1700084J12RIK"
"488","1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700084M14RIK"
"489","1700085C21Rik",0,0,0,0,3.6,0,0,0,0,0,0,0,"1700085C21RIK"
"490","1700086D15Rik",0,1.1,0,0,0,0,0,1,1,0,0,0,"1700086D15RIK"
"491","1700086L19Rik",134.6,159.6,145.7,94.1,123.8,116.9,140.1,130.3,126,155.9,163.3,133.4,"1700086L19RIK"
"492","1700086O06Rik",58.8,76.5,83,83.6,114.1,94.6,104.1,84.6,96.5,84.9,69.4,105.4,"1700086O06RIK"
"493","1700086P04Rik",6.6,4.4,3.7,2.4,6.1,6.4,7.4,9.9,1,0,3.7,2.9,"1700086P04RIK"
"494","1700087M22Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700087M22RIK"
"495","1700088E04Rik",122.3,173.9,138.3,189.9,131.1,176.5,209.2,138.3,167.6,148.9,201,169.2,"1700088E04RIK"
"496","1700091H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,"1700091H14RIK"
